datetime,.pred,temperature
2021-04-18,10.355891245727957,10.222736842105263
2021-04-19,10.449767273760289,11.153958333333334
2021-04-20,8.449778013986068,9.834354166666667
2021-04-21,8.304053696085203,9.9796875
2021-04-22,8.378909094545309,9.874625
2021-04-23,10.142597337989798,10.222105263157896
2021-04-24,12.143956671578543,11.1726875
2021-04-25,13.96702841458291,13.147291666666666
2021-04-26,16.120317478265815,15.363872340425532
2021-04-27,17.012508489786782,16.709818181818182
2021-04-28,16.329482706623338,16.463104166666668
2021-04-29,15.80838726868619,15.798395833333334
2021-04-30,15.41079043745777,15.337958333333331
2021-05-01,16.216808717449325,15.847770833333334
2021-05-02,16.604020028686048,16.463229166666668
2021-05-03,16.268193194826665,16.3659375
2021-05-04,15.0091463787147,15.5765625
2021-05-05,13.371108446803257,13.844458333333334
2021-05-06,13.702783365308573,13.916520833333331
2021-05-07,13.263241810169925,13.456604166666668
2021-05-08,15.112984631934436,14.595854166666667
2021-05-09,13.750957318173562,14.48475
2021-05-10,12.915432135701032,13.01925
2021-05-11,13.15824382508204,13.2133125
2021-05-12,13.208332050219838,13.232
2021-05-13,13.097123674483884,13.223375
2021-05-14,14.47132973483414,13.990375
2021-05-15,15.308255771160816,14.521208333333334
2021-05-16,15.396007321776324,15.097037037037037
2021-05-17,15.592004252537846,15.756
2021-05-18,15.964264827089577,15.373145833333334
2021-05-19,15.915878015309257,16.104708333333335
2021-05-20,15.790973237486115,15.59140909090909
2021-05-21,16.93987836631316,16.382295454545453
2021-05-22,17.222595061882878,17.221104166666667
2021-05-23,16.694526746833258,16.596166666666665
2021-05-24,16.922935255578015,16.708791666666666
2021-05-25,16.869264076529937,16.953666666666667
2021-05-26,17.073199002823642,17.280625
2021-05-27,17.37420308524763,17.501297872340427
2021-05-28,14.723350038123177,15.4761875
2021-05-29,13.785755604831113,14.207270833333334
2021-05-30,13.626824707870894,14.006125
2021-05-31,14.491601545782569,14.332181818181818
2021-06-01,15.264927805920927,14.837954545454544
2021-06-02,15.469257031288342,15.414270833333331
2021-06-03,16.145586639788984,16.084868421052633
2021-06-04,17.077493230258355,16.898020833333334
2021-06-05,17.67419046652408,17.8245
2021-06-06,17.602663540427685,17.979791666666667
2021-06-07,17.32499953132805,18.121104166666665
2021-06-08,18.081140410095816,18.3500625
2021-06-09,19.248571230819206,18.711916666666667
2021-06-10,19.864360033320693,19.1634375
2021-06-11,19.73397441160115,19.495916666666663
2021-06-12,18.76787729135892,18.8886875
2021-06-13,18.397992832134047,18.429354166666663
2021-06-14,18.489518284339578,18.062791666666666
2021-06-15,18.981686613970236,18.177145833333334
2021-06-16,19.49678649571922,18.999372093023258
2021-06-17,20.044955353315057,19.928916666666662
2021-06-18,20.05856310552299,20.223708333333335
2021-06-19,20.271853081270855,20.230395833333333
2021-06-20,20.239375863696814,20.110104166666662
2021-06-21,18.389500046686152,19.383354166666667
2021-06-22,17.71945345786856,18.344208333333334
2021-06-23,18.00676454742037,18.516041666666663
2021-06-24,20.170174710608162,19.451229166666668
2021-06-25,19.808637603064245,19.552729166666666
2021-06-26,18.675435556681983,19.148291666666665
2021-06-27,18.013340898142506,18.497645833333333
2021-06-28,17.874260496307734,18.414875
2021-06-29,18.518258005866745,18.376083333333337
2021-06-30,18.70563518965152,18.2763125
2021-07-01,18.726955923601018,18.076410256410256
2021-07-02,18.43884036202457,18.02874358974359
2021-07-03,18.47129171302266,18.078791666666667
2021-07-04,18.331988251283484,17.881520833333333
2021-07-05,18.611586398465747,18.270125
2021-07-06,18.461434791135943,18.414041666666662
2021-07-07,19.042942716053897,18.504520833333338
2021-07-08,17.97250570127271,18.0304375
2021-07-09,19.2526157631141,18.3940625
2021-07-10,19.70033189296245,18.98014583333333
2021-07-11,18.15043146139308,18.279708333333332
2021-07-12,17.789848015517194,17.865166666666667
2021-07-13,18.49777536600307,18.152583333333332
2021-07-14,20.026029698387994,19.262916666666666
2021-07-15,19.692879303966723,19.886229166666663
2021-07-16,18.146414728126707,19.137375
2021-07-17,18.900964747514955,18.582729166666667
2021-07-18,18.626752747280296,18.435645833333332
2021-07-19,18.61672492439373,18.276395833333332
2021-07-20,18.71821484443539,18.275978723404258
2021-07-21,19.052109713053742,19.2405
2021-07-22,18.577741236084805,18.51175
2021-07-23,19.558700532972896,19.129541666666668
2021-07-24,20.04402117935241,19.64720833333333
2021-07-25,19.83232284102179,19.2808125
2021-07-26,19.354371424857064,18.756270833333332
2021-07-27,19.875747923825042,19.108645833333338
2021-07-28,20.248480754442525,19.6756875
2021-07-29,20.252824429948536,20.1975
2021-07-30,20.529672202614517,20.091
2021-07-31,20.306287660811606,20.153208333333332
2021-08-01,19.319898848051583,19.4691875
2021-08-02,18.20277633534021,18.477520833333333
2021-08-03,18.02768760948598,18.158458333333332
2021-08-04,18.755282484811193,18.636020833333333
2021-08-05,19.61064804882886,19.027125
2021-08-06,19.742061480635783,19.519229166666666
2021-08-07,20.548347953384443,20.551416666666668
2021-08-08,20.39473293668296,20.481083333333338
2021-08-09,20.829360174734372,20.7025625
2021-08-10,21.700973867839643,21.808854166666663
2021-08-11,21.519589326755334,21.705395833333338
2021-08-12,21.435826695972178,21.916270833333332
2021-08-13,20.037862780233688,21.1418125
2021-08-14,19.33127124104744,20.120645833333334
2021-08-15,19.301454669418966,19.739125
2021-08-16,19.79402749852145,20.073791666666665
2021-08-17,20.188111115965633,20.430770833333337
2021-08-18,20.225633276238963,20.486666666666668
2021-08-19,20.694697743631746,21.275541666666665
2021-08-21,19.00185138439652,20.789052631578947
2021-08-22,18.800560059475295,19.4786875
2021-08-23,21.748206330541045,22.133666666666667
2021-08-24,21.48453656165134,21.698020833333334
2021-08-25,22.11707190267641,23.187791666666666
2021-08-26,22.006487615800168,22.551479166666667
2021-08-27,21.721611457569622,22.472208333333334
2021-08-28,21.704715432811405,22.530708333333333
2021-08-29,20.657268365140613,21.0741875
2021-08-30,20.44198870760533,20.646166666666662
2021-08-31,20.743028366436146,21.339916666666667
2021-09-01,19.35952330202249,20.8455
2021-09-02,20.743273174290767,21.056416666666667
2021-09-03,20.595814418860368,21.270625
2021-09-04,19.55063693585557,20.72
2021-09-05,18.123784052088343,18.781291666666668
2021-09-06,18.64421721765842,18.8304375
2021-09-07,19.584062381910623,19.8090625
2021-09-08,18.251871878134168,18.523645833333333
2021-09-09,18.212135662305197,18.142886363636364
2021-09-10,19.266244169837982,19.357324324324324
2021-09-11,19.82666103660387,20.088395833333333
2021-09-12,20.26264588574292,20.468854166666667
2021-09-13,19.860690268502836,20.133625
2021-09-14,19.640792231425603,20.0703125
2021-09-15,18.362740604627994,19.622854166666663
2021-09-16,20.112650854823215,20.508666666666667
2021-09-17,20.61136625542927,21.403083333333335
2021-09-18,19.662909989255137,20.769041666666663
2021-09-19,20.233281578326952,20.882020833333332
2021-09-20,20.388681142509398,21.485886363636364
2021-09-21,17.045639286504045,17.5979375
2021-09-22,15.293164928295706,15.97605
2021-09-23,15.726305935827039,16.003541666666667
2021-09-24,17.37213676556655,16.883125
2021-09-25,16.16195587035661,16.510458333333332
2021-09-26,17.640013910415032,17.019083333333334
2021-09-27,18.73629329248155,18.146020833333335
2021-09-28,18.955247592068517,18.6210625
2021-09-29,18.505463571460346,18.697729166666665
2021-09-30,17.795855706876047,18.62575
2021-10-01,17.330979623880577,17.5226875
2021-10-02,17.398693021868873,17.457229166666668
2021-10-03,17.25694754366175,17.534375
2021-10-04,16.91851903302677,16.554625
2021-10-05,16.501190125586824,16.487770833333332
2021-10-06,16.444685270586145,16.756770833333334
2021-10-07,16.761191964647843,16.737166666666667
2021-10-08,18.042632905771516,18.33010416666667
2021-10-09,18.62980271795248,18.719166666666663
2021-10-10,17.713779588465478,18.2056875
2021-10-11,16.277375224667406,16.483229166666668
2021-10-12,15.293330919926433,14.959520833333332
2021-10-13,16.411250703837954,16.664125
2021-10-14,13.818749610061348,13.796666666666669
2021-10-15,14.472445546132132,14.402041666666667
2021-10-16,11.24760291380818,11.130604166666666
2021-10-17,12.968873657120117,11.792125
2021-10-18,14.2463505758458,14.3458125
2021-10-19,15.529475073908593,15.5076875
2021-10-20,15.729173460758046,16.150645833333332
2021-10-21,11.279627507809582,11.437083333333334
2021-10-22,12.224514872677814,11.639833333333334
2021-10-23,14.35910187468332,13.7855625
2021-10-24,16.27953477200778,16.384
2021-10-25,11.591719874031703,12.608125
2021-10-26,12.731621649751233,12.758770833333331
2021-10-27,15.500366948845803,16.096666666666668
2021-10-28,12.877585027170927,12.765
2021-10-29,11.576823271488331,11.999125
2021-10-30,10.249751480047765,9.609604166666667
2021-10-31,11.363586290024687,12.0746875
2021-11-01,8.259873493457375,8.648395833333334
2021-11-02,6.838838023984118,8.553833333333333
2021-11-03,7.743861396631593,8.3414375
2021-11-04,9.14249750105817,10.471791666666666
2021-11-05,9.631254089017117,10.283065217391304
2021-11-06,11.730114496762848,12.462895833333333
